OBJECTID,CRASH ID,CRASH LEVEL CODE,CRASH LEVEL,CRASH TYPE (Code),CRASH TYPE,DATE,YEAR,DAY OF MONTH,MONTH,DAY (Code),DAY OF WEEK (Code),DAY OF WEEK,TIME (Military),CASE NUMBER,LATITUDE,LONGITUDE,x,y
109494,1196149,2,Serious injury,24,Left turn; different roadways,29/12/2022,2022,12,December,29,5,Thursday,1822,20221229182202,35.206931,-80.861028,-9001408.823,4192038.856
109601,1196256,2,Serious injury,14,Pedestrian,30/12/2022,2022,12,December,30,6,Friday,2059,20221230205900,35.290668,-80.756911,-8989818.569,4203453.2
109624,1196279,2,Serious injury,1,Ran off road right,31/12/2022,2022,12,December,31,7,Saturday,0250,20221231025200,35.313198,-80.761734,-8990355.463,4206526.319
109692,1196347,2,Serious injury,14,Pedestrian,31/12/2022,2022,12,December,31,7,Saturday,1751,20221231175100,35.236367,-80.830671,-8998029.497,4196049.988
109745,1196400,1,fatality,23,Left turn; same roadway,01/01/2023,2023,1,January,1,1,Sunday,0128,20230101012801,35.226619,-80.747311,-8988749.901,4194721.504
109753,1196408,2,Serious injury,27,Head On,01/01/2023,2023,1,January,1,1,Sunday,0218,20230101021800,35.292174,-80.796538,-8994229.828,4203658.593
109788,1196443,2,Serious injury,3,Ran off road straight ahead,01/01/2023,2023,1,January,1,1,Sunday,1345,20230101134501,35.157485,-80.733839,-8987250.204,4185304.31
109803,1196458,2,Serious injury,30,Angle,01/01/2023,2023,1,January,1,1,Sunday,1823,20230101182301,35.261010,-80.819670,-8996804.871,4199409.115
110236,1196891,1,fatality,15,Pedalcyclist,05/01/2023,2023,1,January,5,5,Thursday,1712,20230105171201,35.221540,-80.810490,-8995782.957,4194029.387
110744,1197400,1,fatality,14,Pedestrian,12/01/2023,2023,1,January,12,5,Thursday,0706,20230110070602,35.249810,-80.749420,-8988984.674,4197882.298
110856,1197512,2,Serious injury,14,Pedestrian,11/01/2023,2023,1,January,11,4,Wednesday,1600,20230111160001,35.247710,-80.752490,-8989326.425,4197596.044
111104,1197760,2,Serious injury,14,Pedestrian,18/01/2023,2023,1,January,18,4,Wednesday,1823,20220118182301,35.212082,-80.762826,-8990477.023,4192740.659
111109,1197765,1,fatality,14,Pedestrian,27/11/2022,2022,11,November,27,1,Sunday,2235,20221127223502,35.251115,-80.858606,-9001139.208,4198060.188
111128,1197784,2,Serious injury,1,Ran off road right,16/01/2023,2023,1,January,16,2,Monday,0532,20230110053201,35.209700,-80.702440,-8983754.883,4192416.116
111244,1197900,2,Serious injury,23,Left turn; same roadway,14/01/2023,2023,1,January,14,7,Saturday,0720,20230114072000,35.236847,-80.920357,-9008013.3,4196115.407
111839,1198495,2,Serious injury,22,Rear end; turn,20/01/2023,2023,1,January,20,6,Friday,0710,20230120071002,35.260990,-80.840930,-8999171.524,4199406.388
112849,1199505,1,fatality,24,Left turn; different roadways,20/01/2023,2023,1,January,20,6,Friday,2036,20230120203602,35.144150,-80.832960,-8998284.306,4183488.784
112998,1199654,2,Serious injury,1,Ran off road right,28/01/2023,2023,1,January,28,7,Saturday,0746,20230128074600,35.260621,-80.999644,-9016839.491,4199356.081
113097,1199753,1,fatality,14,Pedestrian,01/02/2023,2023,2,February,1,4,Wednesday,0156,20230129015600,35.321125,-80.782073,-8992619.591,4207607.776
113149,1199805,2,Serious injury,23,Left turn; same roadway,29/01/2023,2023,1,January,29,1,Sunday,1839,20230129183901,35.202400,-80.726070,-8986385.363,4191421.564
113159,1199815,2,Serious injury,1,Ran off road right,29/01/2023,2023,1,January,29,1,Sunday,2038,20230129203800,35.326833,-80.700873,-8983580.446,4208386.567
113470,1200126,2,Serious injury,14,Pedestrian,01/02/2023,2023,2,February,1,4,Wednesday,1842,20230201184200,35.289159,-80.795403,-8994103.48,4203247.4
113725,1200381,1,fatality,25,Right turn; same roadway,30/01/2023,2023,1,January,30,2,Monday,1742,20230130174200,35.087704,-80.848005,-8999959.109,4175807.096
114267,1200923,2,Serious injury,14,Pedestrian,08/02/2023,2023,2,February,8,4,Wednesday,1619,20230208161903,35.134500,-80.939260,-9010117.572,4182175.146
114523,1201179,1,fatality,29,Sideswipe; opposite direction,08/02/2023,2023,2,February,8,4,Wednesday,2113,20230208211302,35.228530,-80.635640,-8976318.739,4194981.928
114573,1201229,1,fatality,27,Head On,10/02/2023,2023,2,February,10,6,Friday,1228,20230210122800,35.040354,-80.863588,-9001693.8,4169367.375
114978,1201634,1,fatality,14,Pedestrian,14/02/2023,2023,2,February,14,3,Tuesday,0629,20230214062902,35.239890,-80.835640,-8998582.643,4196530.151
115290,1201946,2,Serious injury,30,Angle,16/02/2023,2023,2,February,16,5,Thursday,1511,20230216151100,35.153930,-80.948760,-9011175.108,4184820.276
115457,1202113,2,Serious injury,2,Ran off road left,15/02/2023,2023,2,February,15,4,Wednesday,0652,20230215065201,35.242810,-80.737650,-8987674.443,4196928.145
115584,1202240,2,Serious injury,15,Pedalcyclist,18/02/2023,2023,2,February,18,7,Saturday,1354,20230218135401,35.347600,-80.861159,-9001423.407,4211220.447
115938,1202594,1,fatality,1,Ran off road right,21/02/2023,2023,2,February,21,3,Tuesday,2207,20230221220701,35.206720,-80.870940,-9002512.223,4192010.109
116230,1202886,2,Serious injury,21,Rear end; slow or stop,18/02/2023,2023,2,February,18,7,Saturday,1742,20230217174203,35.258790,-80.873210,-9002764.918,4199106.461
117053,1203709,2,Serious injury,30,Angle,03/03/2023,2023,3,March,3,6,Friday,1902,20230303190202,35.315170,-80.833570,-8998352.212,4206795.343
117094,1203750,2,Serious injury,1,Ran off road right,05/03/2023,2023,3,March,5,1,Sunday,0957,20230305095701,35.201340,-80.779230,-8992303.109,4191277.157
117189,1203845,2,Serious injury,23,Left turn; same roadway,06/03/2023,2023,3,March,6,2,Monday,1236,20230306123601,35.224050,-80.886090,-9004198.713,4194371.42
117567,1204223,1,fatality,28,Sideswipe; same direction,08/03/2023,2023,3,March,8,4,Wednesday,1934,20230301193402,35.217941,-80.754186,-8989515.223,4193538.977
117576,1204232,1,fatality,14,Pedestrian,04/03/2023,2023,3,March,4,7,Saturday,2146,20230304214602,35.143370,-80.894750,-9005162.74,4183382.597
118439,1205095,1,fatality,21,Rear end; slow or stop,18/03/2023,2023,3,March,18,7,Saturday,1906,20230318190602,35.217450,-80.793020,-8993838.205,4193472.073
118460,1205116,2,Serious injury,28,Sideswipe; same direction,19/03/2023,2023,3,March,19,1,Sunday,0414,20230319041401,35.266020,-80.769100,-8991175.442,4200092.161
119140,1205796,2,Serious injury,31,Backing up,17/03/2023,2023,3,March,17,6,Friday,2120,20230317212005,35.041982,-80.862218,-9001541.293,4169588.725
119143,1205799,1,fatality,14,Pedestrian,18/03/2023,2023,3,March,18,7,Saturday,2201,20230318220100,35.236315,-80.830670,-8998029.385,4196042.9
119202,1205858,2,Serious injury,14,Pedestrian,23/03/2023,2023,3,March,23,5,Thursday,2111,20230323211103,35.370166,-80.831377,-8998108.089,4214300.647
119356,1206012,1,fatality,26,Right turn; different roadways,25/03/2023,2023,3,March,25,7,Saturday,1544,20230325154402,35.226295,-80.910094,-9006870.827,4194677.351
119371,1206027,2,Serious injury,21,Rear end; slow or stop,25/03/2023,2023,3,March,25,7,Saturday,1713,20230325171301,35.163160,-80.886950,-9004294.448,4186077.037
119412,1206068,1,fatality,27,Head On,25/03/2023,2023,3,March,26,1,Sunday,0019,20230326001903,35.112501,-80.971057,-9013657.199,4179181.042
120001,1206657,1,fatality,19,Fixed object,31/03/2023,2023,3,March,31,6,Friday,0704,20230331070400,35.285333,-80.848191,-8999979.815,4202725.624
120059,1206715,2,Serious injury,19,Fixed object,06/03/2023,2023,3,March,6,2,Monday,1954,20230306195404,35.179060,-80.890880,-9004731.934,4188242.321
120887,1207543,1,fatality,27,Head On,04/04/2023,2023,4,April,4,3,Tuesday,2139,20230404213902,35.109765,-80.858286,-9001103.585,4178808.725
121334,1207990,2,Serious injury,14,Pedestrian,10/04/2023,2023,4,April,10,2,Monday,2327,20230410232700,35.267900,-80.837520,-8998791.924,4200348.484
122526,1209182,1,fatality,21,Rear end; slow or stop,20/04/2023,2023,4,April,20,5,Thursday,0356,20230420035601,35.287616,-80.760155,-8990179.69,4203036.969
122538,1209194,1,fatality,1,Ran off road right,20/04/2023,2023,4,April,20,5,Thursday,2213,20230420221300,35.258576,-80.777216,-8992078.912,4199077.287
122797,1209453,2,Serious injury,24,Left turn; different roadways,24/04/2023,2023,4,April,24,2,Monday,1807,20230424180704,35.254990,-80.824190,-8997308.035,4198588.425
123436,1210093,2,Serious injury,27,Head On,29/04/2023,2023,4,April,29,7,Saturday,2205,20230429220501,35.033650,-80.805320,-8995207.434,4168455.916
123819,1210476,1,fatality,14,Pedestrian,04/05/2023,2023,5,May,4,5,Thursday,0550,20230504055001,35.334680,-80.718310,-8985521.524,4209457.289
124163,1210820,2,Serious injury,21,Rear end; slow or stop,06/05/2023,2023,5,May,6,7,Saturday,0745,20230506074501,35.218575,-80.826187,-8997530.34,4193625.366
124233,1210890,1,fatality,14,Pedestrian,06/05/2023,2023,5,May,6,7,Saturday,1825,20230506182503,35.227160,-80.848976,-9000067.201,4194795.229
124853,1211510,2,Serious injury,27,Head On,12/05/2023,2023,5,May,12,6,Friday,0237,20230512023700,35.233422,-80.835565,-8998574.294,4195648.618
124929,1211586,1,fatality,23,Left turn; same roadway,03/03/2023,2023,3,March,3,6,Friday,1714,20230303171402,35.110120,-80.761590,-8990339.432,4178857.034
124953,1211610,1,fatality,27,Head On,06/05/2023,2023,5,May,6,7,Saturday,0245,20230506024503,35.314090,-80.834620,-8998469.098,4206648.007
124985,1211642,2,Serious injury,30,Angle,12/05/2023,2023,5,May,12,6,Friday,1230,20230512012702,35.321320,-80.734030,-8987271.467,4207634.381
125165,1211822,2,Serious injury,2,Ran off road left,14/05/2023,2023,5,May,14,1,Sunday,0300,20230514031000,35.324050,-80.903200,-9006103.391,4208006.851
125570,1212227,2,Serious injury,28,Sideswipe; same direction,17/05/2023,2023,5,May,17,4,Wednesday,1508,20230517150805,35.313846,-80.751687,-8989237.036,4206614.72
125612,1212269,2,Serious injury,14,Pedestrian,17/05/2023,2023,5,May,17,4,Wednesday,2038,20230517203803,35.270940,-80.794130,-8993961.77,4200762.978
126012,1212670,2,Serious injury,23,Left turn; same roadway,20/05/2023,2023,5,May,20,7,Saturday,1722,20230520172203,35.244060,-80.895760,-9005275.173,4197098.523
126086,1212744,2,Serious injury,30,Angle,21/05/2023,2023,5,May,21,1,Sunday,1342,20230521134203,35.093072,-80.974287,-9014016.761,4176537.393
126141,1212799,2,Serious injury,1,Ran off road right,21/05/2023,2023,5,May,22,2,Monday,0014,20230522001401,35.330520,-80.799920,-8994606.311,4208889.644
126728,1213387,2,Serious injury,14,Pedestrian,26/05/2023,2023,5,May,26,6,Friday,1650,20230526165202,35.290493,-80.764581,-8990672.39,4203429.333
126747,1213406,1,fatality,14,Pedestrian,26/05/2023,2023,5,May,26,6,Friday,2138,20230526213800,35.149010,-80.726060,-8986384.249,4184150.426
126760,1213419,2,Serious injury,1,Ran off road right,27/05/2023,2023,5,May,27,7,Saturday,0204,20230527020402,35.323740,-80.711560,-8984770.117,4207964.556
126896,1213555,1,fatality,1,Ran off road right,28/05/2023,2023,5,May,28,1,Sunday,0243,20230528024300,35.082980,-80.846950,-8999841.666,4175164.452
127088,1213747,2,Serious injury,15,Pedalcyclist,29/05/2023,2023,5,May,29,2,Monday,1733,20230529173301,35.297316,-80.739767,-8987910.107,4204359.906
127104,1213763,1,fatality,2,Ran off road left,29/05/2023,2023,5,May,29,2,Monday,2358,20230529235800,35.163050,-80.869260,-9002325.205,4186062.058
127547,1214206,1,fatality,27,Head On,29/05/2023,2023,5,May,29,2,Monday,2133,20230529213300,35.305350,-80.865830,-9001943.38,4205455.745
127605,1214264,2,Serious injury,23,Left turn; same roadway,02/06/2023,2023,6,June,2,6,Friday,1526,20230602152601,35.208121,-80.726042,-8986382.246,4192200.985
127722,1214381,2,Serious injury,30,Angle,03/06/2023,2023,6,June,3,7,Saturday,1755,20230603175500,35.214010,-80.771250,-8991414.779,4193003.352
127847,1214506,2,Serious injury,21,Rear end; slow or stop,05/06/2023,2023,6,June,5,2,Monday,0100,20230605010200,35.266152,-80.731618,-8987002.964,4200110.158
127852,1214511,2,Serious injury,14,Pedestrian,05/06/2023,2023,6,June,5,2,Monday,0707,20230605070702,35.226788,-80.843649,-8999474.201,4194744.534
128072,1214731,2,Serious injury,14,Pedestrian,07/06/2023,2023,6,June,7,4,Wednesday,2101,20230607210103,35.202463,-80.725933,-8986370.112,4191430.147
128302,1214961,2,Serious injury,23,Left turn; same roadway,07/06/2023,2023,6,June,7,4,Wednesday,1656,20230607165602,35.191394,-80.777124,-8992068.67,4189922.275
129153,1215813,2,Serious injury,21,Rear end; slow or stop,16/06/2023,2023,6,June,16,6,Friday,1320,20230616132003,35.261330,-80.883200,-9003877,4199452.741
129341,1216001,2,Serious injury,2,Ran off road left,17/06/2023,2023,6,June,17,7,Saturday,0143,20230617014301,35.165357,-80.877659,-9003260.178,4186376.202
129454,1216114,2,Serious injury,14,Pedestrian,17/06/2023,2023,6,June,17,7,Saturday,2206,20230617220602,35.263090,-80.920500,-9008029.219,4199692.689
129467,1216127,2,Serious injury,1,Ran off road right,17/06/2023,2023,6,June,18,1,Sunday,0026,20230618002601,35.258417,-80.653081,-8978260.263,4199055.611
130189,1216849,1,fatality,14,Pedestrian,22/06/2023,2023,6,June,22,5,Thursday,2202,20230622220200,35.149180,-80.833095,-8998299.335,4184173.57
130335,1216995,2,Serious injury,27,Head On,24/06/2023,2023,6,June,24,7,Saturday,2220,20230624222300,35.172160,-80.823130,-8997190.036,4187302.618
130901,1217561,2,Serious injury,27,Head On,27/06/2023,2023,6,June,27,3,Tuesday,1535,20230627153502,35.222120,-80.779520,-8992335.392,4194108.422
130978,1217638,2,Serious injury,15,Pedalcyclist,30/06/2023,2023,6,June,30,6,Friday,2035,20230630203503,35.425901,-80.846926,-8999838.997,4221912.021
131149,1217809,2,Serious injury,21,Rear end; slow or stop,02/07/2023,2023,7,July,2,1,Sunday,1443,20230702144300,35.300670,-80.806770,-8995368.849,4204817.379
131668,1218328,1,fatality,24,Left turn; different roadways,01/07/2023,2023,7,July,1,7,Saturday,2055,20230701205504,35.341723,-80.701030,-8983597.923,4210418.394
132195,1218855,2,Serious injury,30,Angle,11/07/2023,2023,7,July,11,3,Tuesday,2136,20230711213602,35.218360,-80.780640,-8992460.07,4193596.07
133327,1219987,2,Serious injury,27,Head On,20/07/2023,2023,7,July,20,5,Thursday,1621,20230720162100,35.272930,-80.740185,-8987956.639,4201034.316
133725,1220385,2,Serious injury,14,Pedestrian,24/07/2023,2023,7,July,24,2,Monday,0356,20230724035600,35.283396,-80.775175,-8991851.709,4202461.472
133948,1220608,2,Serious injury,24,Left turn; different roadways,25/07/2023,2023,7,July,25,3,Tuesday,1952,20230725195202,35.280560,-80.938921,-9010079.836,4202074.733
134171,1220831,2,Serious injury,21,Rear end; slow or stop,27/07/2023,2023,7,July,27,5,Thursday,1800,20230727180001,35.304910,-80.725432,-8986314.342,4205395.727
134335,1220995,2,Serious injury,23,Left turn; same roadway,26/07/2023,2023,7,July,26,4,Wednesday,1814,20230726181400,35.192060,-80.769693,-8991241.454,4190012.995
134466,1221126,2,Serious injury,21,Rear end; slow or stop,30/07/2023,2023,7,July,30,1,Sunday,1305,20230730130500,35.251060,-80.758130,-8989954.267,4198052.692
134540,1221200,2,Serious injury,14,Pedestrian,31/07/2023,2023,7,July,31,2,Monday,0500,20230731051102,35.313314,-80.702938,-8983810.32,4206542.145
134862,1221522,1,fatality,1,Ran off road right,02/08/2023,2023,8,August,2,4,Wednesday,1906,20230802190802,35.321320,-80.734030,-8987271.467,4207634.381
134968,1221628,2,Serious injury,1,Ran off road right,03/08/2023,2023,8,August,3,5,Thursday,1507,20230803150700,35.140330,-80.894160,-9005097.061,4182968.755
135088,1221748,1,fatality,21,Rear end; slow or stop,27/07/2023,2023,7,July,27,5,Thursday,1007,20230727100701,35.111123,-80.898625,-9005594.103,4178993.521
135181,1221841,2,Serious injury,2,Ran off road left,04/08/2023,2023,8,August,4,6,Friday,1838,20230804183802,35.088818,-81.007611,-9017726.372,4175958.647
135321,1221981,1,fatality,23,Left turn; same roadway,06/08/2023,2023,8,August,6,1,Sunday,0224,20230806022406,35.202996,-80.738744,-8987796.227,4191502.76
135956,1222616,1,fatality,24,Left turn; different roadways,05/08/2023,2023,8,August,5,7,Saturday,1923,20230805192302,35.144450,-80.921399,-9008129.294,4183529.624
135962,1222622,1,fatality,24,Left turn; different roadways,06/08/2023,2023,8,August,6,1,Sunday,2209,20230806220902,35.083335,-80.830937,-8998059.107,4175212.744
135971,1222631,2,Serious injury,19,Fixed object,08/08/2023,2023,8,August,8,3,Tuesday,0309,20230808030900,35.235989,-80.839352,-8998995.861,4195998.47
136319,1222979,2,Serious injury,30,Angle,14/08/2023,2023,8,August,14,2,Monday,0951,20230814095101,35.260470,-80.875910,-9003065.481,4199335.495
136664,1223324,2,Serious injury,30,Angle,16/08/2023,2023,8,August,16,4,Wednesday,1800,20230816183601,35.202570,-80.852460,-9000455.038,4191444.723
138064,1224724,2,Serious injury,21,Rear end; slow or stop,28/08/2023,2023,8,August,28,2,Monday,0828,20230828082801,35.198500,-80.718590,-8985552.693,4190890.265
138154,1224814,1,fatality,24,Left turn; different roadways,27/08/2023,2023,8,August,27,1,Sunday,1754,20230828175400,35.335965,-80.712468,-8984871.196,4209632.637
138183,1224843,2,Serious injury,14,Pedestrian,29/08/2023,2023,8,August,29,3,Tuesday,0453,20230829045300,35.138920,-80.893430,-9005015.798,4182776.813
138311,1224971,1,fatality,1,Ran off road right,30/08/2023,2023,8,August,31,5,Thursday,0031,20230830003100,35.199127,-80.767728,-8991022.712,4190975.679
139615,1226275,1,fatality,14,Pedestrian,06/08/2023,2023,8,August,7,2,Monday,0047,20230807004701,35.179653,-80.879634,-9003480.034,4188323.085
139636,1226296,1,fatality,23,Left turn; same roadway,03/09/2023,2023,9,September,3,1,Sunday,2057,20230903205702,35.091039,-80.787212,-8993191.661,4176260.806
139833,1226493,1,fatality,24,Left turn; different roadways,11/09/2023,2023,9,September,11,2,Monday,0954,20230911095400,35.246900,-80.781180,-8992520.182,4197485.633
139870,1226530,2,Serious injury,14,Pedestrian,12/09/2023,2023,9,September,12,3,Tuesday,0407,20230912040700,35.271640,-80.851470,-9000344.832,4200858.422
139871,1226531,2,Serious injury,23,Left turn; same roadway,12/09/2023,2023,9,September,12,3,Tuesday,0429,20230912042901,35.370194,-80.831428,-8998113.767,4214304.469
140264,1226924,1,fatality,24,Left turn; different roadways,13/09/2023,2023,9,September,13,4,Wednesday,2013,20230913201301,35.102109,-80.951671,-9011499.158,4177766.954
140341,1227001,2,Serious injury,21,Rear end; slow or stop,15/09/2023,2023,9,September,15,6,Friday,1952,20230915195201,35.233595,-80.838494,-8998900.349,4195672.196
140456,1227116,2,Serious injury,27,Head On,16/09/2023,2023,9,September,16,7,Saturday,2354,20230916235401,35.134726,-80.891843,-9004839.134,4182205.909
140477,1227137,1,fatality,23,Left turn; same roadway,17/09/2023,2023,9,September,17,1,Sunday,0250,20230917070400,35.183427,-80.753276,-8989413.922,4188837.1
141051,1227711,2,Serious injury,14,Pedestrian,22/09/2023,2023,9,September,22,6,Friday,0952,20230922095200,35.258226,-80.736205,-8987513.587,4199029.572
141122,1227782,1,fatality,1,Ran off road right,18/09/2023,2023,9,September,18,2,Monday,1252,20230918125203,35.140240,-80.945020,-9010758.772,4182956.503
141136,1227796,1,fatality,27,Head On,19/09/2023,2023,9,September,19,3,Tuesday,1746,20230919174600,35.137967,-80.881348,-9003670.836,4182647.085
141151,1227811,1,fatality,1,Ran off road right,20/09/2023,2023,9,September,20,4,Wednesday,2332,20230920233200,35.117930,-80.864540,-9001799.777,4179919.864
141252,1227912,1,fatality,1,Ran off road right,22/09/2023,2023,9,September,23,7,Saturday,0059,20230923005902,35.249202,-80.771211,-8991410.438,4197799.42
141340,1228000,2,Serious injury,27,Head On,23/09/2023,2023,9,September,23,7,Saturday,2120,20230923212003,35.290676,-80.767850,-8991036.293,4203454.291
141549,1228209,2,Serious injury,23,Left turn; same roadway,25/09/2023,2023,9,September,25,2,Monday,1955,20230925195500,35.222630,-80.727330,-8986525.626,4194177.919
141951,1228611,1,fatality,24,Left turn; different roadways,16/09/2023,2023,9,September,16,7,Saturday,2020,20230916202002,35.333048,-80.789566,-8993453.708,4209234.594
141954,1228614,1,fatality,23,Left turn; same roadway,19/09/2023,2023,9,September,19,3,Tuesday,2246,20230919224601,35.096580,-80.859490,-9001237.613,4177014.671
142023,1228683,1,fatality,24,Left turn; different roadways,28/09/2023,2023,9,September,28,5,Thursday,1938,20230928193802,35.270267,-80.813841,-8996155.989,4200671.215
142069,1228729,2,Serious injury,30,Angle,29/09/2023,2023,9,September,29,6,Friday,1555,20230929155901,35.322710,-80.901970,-9005966.468,4207824.025
142830,1229490,2,Serious injury,14,Pedestrian,05/10/2023,2023,10,October,5,5,Thursday,1946,20231005194601,35.307214,-80.724714,-8986234.414,4205710.011
143893,1230553,2,Serious injury,14,Pedestrian,12/10/2023,2023,10,October,12,5,Thursday,1350,20231012135000,35.233506,-80.738904,-8987814.038,4195660.067
143908,1230568,2,Serious injury,27,Head On,17/10/2023,2023,10,October,17,3,Tuesday,0239,20231013023902,35.165050,-80.911629,-9007041.702,4186334.397
144211,1230871,1,fatality,14,Pedestrian,16/10/2023,2023,10,October,16,2,Monday,0638,20231016063806,35.330052,-80.738705,-8987791.886,4208825.786
144317,1230977,2,Serious injury,23,Left turn; same roadway,16/10/2023,2023,10,October,16,2,Monday,1900,20231016190505,35.301381,-80.731231,-8986959.884,4204914.359
144715,1231375,2,Serious injury,14,Pedestrian,19/10/2023,2023,10,October,19,5,Thursday,1810,20231019181002,35.202494,-80.725997,-8986377.237,4191434.37
144830,1231490,1,fatality,14,Pedestrian,14/10/2023,2023,10,October,14,7,Saturday,2143,20231014214303,35.212610,-80.764710,-8990686.749,4192812.599
145425,1232085,2,Serious injury,14,Pedestrian,24/10/2023,2023,10,October,24,3,Tuesday,2048,20231024204801,35.249520,-80.781060,-8992506.824,4197842.767
145901,1232561,1,fatality,14,Pedestrian,27/10/2023,2023,10,October,28,7,Saturday,0047,20231028004702,35.325616,-80.945209,-9010779.813,4208220.515
146024,1232684,2,Serious injury,25,Right turn; same roadway,28/10/2023,2023,10,October,29,1,Sunday,0015,20231029001500,35.142434,-80.930599,-9009153.434,4183255.176
146447,1233107,2,Serious injury,24,Left turn; different roadways,01/11/2023,2023,11,November,1,4,Wednesday,0814,20231101081400,35.290668,-80.767888,-8991040.523,4203453.199
146714,1233374,2,Serious injury,24,Left turn; different roadways,03/11/2023,2023,11,November,3,6,Friday,0636,20231103063600,35.169531,-80.904752,-9006276.158,4186944.598
147047,1233707,1,fatality,14,Pedestrian,06/11/2023,2023,11,November,6,2,Monday,1156,20231106115605,35.156561,-80.876136,-9003090.638,4185178.5
147238,1233898,2,Serious injury,24,Left turn; different roadways,07/11/2023,2023,11,November,7,3,Tuesday,1931,20231107193103,35.202882,-80.835992,-8998621.828,4191487.228
147385,1234045,1,fatality,27,Head On,08/11/2023,2023,11,November,8,4,Wednesday,2113,20231108211300,35.279446,-80.793494,-8993890.971,4201922.824
147749,1234409,1,fatality,14,Pedestrian,12/11/2023,2023,11,November,12,1,Sunday,0233,20231112023300,35.280286,-80.787012,-8993169.398,4202037.37
147815,1234475,2,Serious injury,28,Sideswipe; same direction,15/11/2023,2023,11,November,15,4,Wednesday,1309,20231113094701,35.183513,-80.754769,-8989580.122,4188848.814
147910,1234570,1,fatality,1,Ran off road right,13/11/2023,2023,11,November,13,2,Monday,2112,20231113211201,35.039250,-80.806260,-8995312.075,4169217.273
148565,1235225,2,Serious injury,23,Left turn; same roadway,18/11/2023,2023,11,November,18,7,Saturday,1702,20231118170302,35.177081,-80.877432,-9003234.909,4187972.795
149219,1235879,2,Serious injury,23,Left turn; same roadway,23/11/2023,2023,11,November,23,5,Thursday,0550,20231123055001,35.262030,-80.878510,-9003354.912,4199548.174
149268,1235928,2,Serious injury,14,Pedestrian,24/11/2023,2023,11,November,24,6,Friday,0620,20231124062000,35.309969,-80.838884,-8998943.764,4206085.827
149327,1235987,2,Serious injury,14,Pedestrian,10/11/2023,2023,11,November,10,6,Friday,1757,20231109175701,35.247289,-80.904093,-9006202.799,4197538.657
149411,1236071,2,Serious injury,14,Pedestrian,26/11/2023,2023,11,November,26,1,Sunday,2245,20231126224502,35.224070,-80.841516,-8999236.757,4194374.145
149515,1236175,2,Serious injury,24,Left turn; different roadways,27/11/2023,2023,11,November,27,2,Monday,1802,20231127180204,35.258632,-80.779384,-8992320.253,4199084.921
149859,1236519,1,fatality,14,Pedestrian,29/11/2023,2023,11,November,30,5,Thursday,0003,20231130000301,35.236800,-80.801783,-8994813.698,4196109.002
150288,1236948,1,fatality,14,Pedestrian,02/12/2023,2023,12,December,2,7,Saturday,1621,20231202162102,35.182195,-80.755100,-8989616.969,4188669.301
150317,1236977,1,fatality,27,Head On,02/12/2023,2023,12,December,2,7,Saturday,2057,20231202205705,35.216395,-80.694421,-8982862.212,4193328.322
150590,1237250,1,fatality,14,Pedestrian,05/12/2023,2023,12,December,5,3,Tuesday,0914,20231205091400,35.153179,-80.922860,-9008291.932,4184718.026
150997,1237657,2,Serious injury,21,Rear end; slow or stop,08/12/2023,2023,12,December,8,6,Friday,1315,20231208132301,35.132253,-80.940660,-9010273.419,4181869.288
151049,1237709,2,Serious injury,2,Ran off road left,19/11/2023,2023,11,November,19,1,Sunday,2353,20231119235301,35.383420,-80.880212,-9003544.378,4216110.184
151111,1237771,1,fatality,2,Ran off road left,07/12/2023,2023,12,December,7,5,Thursday,0925,20231207092500,35.234550,-80.770870,-8991372.478,4195802.35
151353,1238013,2,Serious injury,14,Pedestrian,09/12/2023,2023,12,December,9,7,Saturday,2331,20231209233103,35.192375,-80.894604,-9005146.488,4190055.903
151443,1238103,2,Serious injury,30,Angle,10/12/2023,2023,12,December,10,1,Sunday,1724,20231210172405,35.249920,-80.790200,-8993524.284,4197897.293
151485,1238145,1,fatality,6,crossed centerline,10/12/2023,2023,12,December,10,1,Sunday,2124,20231210212410,35.166120,-80.755010,-8989606.95,4186480.102
152832,1239493,1,fatality,14,Pedestrian,20/12/2023,2023,12,December,20,4,Wednesday,1520,20231220152700,35.212580,-80.685950,-8981919.224,4192808.512
152925,1239586,2,Serious injury,21,Rear end; slow or stop,21/12/2023,2023,12,December,21,5,Thursday,1125,20231221115802,35.261368,-80.795142,-8994074.426,4199457.922
153111,1239772,1,fatality,1,Ran off road right,19/12/2023,2023,12,December,19,3,Tuesday,0543,20231219054300,35.200970,-80.775300,-8991865.623,4191226.751
153362,1240023,2,Serious injury,30,Angle,24/12/2023,2023,12,December,24,1,Sunday,0250,20231224025001,35.189520,-80.772530,-8991557.268,4189667.011
153730,1240391,2,Serious injury,1,Ran off road right,28/12/2023,2023,12,December,28,5,Thursday,1349,20231228134901,35.175740,-80.715050,-8985158.622,4187790.165
153850,1240545,1,fatality,14,Pedestrian,22/12/2023,2023,12,December,22,6,Friday,1745,20231222174501,35.215818,-80.783083,-8992732.023,4193249.701
153851,1240546,1,fatality,14,Pedestrian,27/12/2023,2023,12,December,27,4,Wednesday,2214,20231222223005,35.192475,-80.879923,-9003512.206,4190069.525
153860,1240555,1,fatality,14,Pedestrian,25/12/2023,2023,12,December,25,2,Monday,1952,20231225195200,35.203600,-80.760160,-8990180.246,4191585.046
